Name,Season,Age,Lg,Tm,RS_G,RS_W,RS_L,RS_W/L%,RS_W > .500,Finish,PS_G,PS_W,PS_L,PS_W/L%,Notes
Rudy Tomjanovich,1993-94,45,NBA,HOU,82,58,24,0.707,17,1,23,15,8,0.652,NBA Champions
Rudy Tomjanovich,1994-95,46,NBA,HOU,82,47,35,0.573,6,3,22,15,7,0.682,NBA Champions
Rudy Tomjanovich,1995-96,47,NBA,HOU,82,48,34,0.585,7,3,8,3,5,0.375,
Rudy Tomjanovich,1996-97,48,NBA,HOU,82,57,25,0.695,16,2,16,9,7,0.563,
Rudy Tomjanovich,1997-98,49,NBA,HOU,82,41,41,0.5,0,4,5,2,3,0.4,
Rudy Tomjanovich,1998-99,50,NBA,HOU,50,31,19,0.62,6,3,4,1,3,0.25,
Rudy Tomjanovich,1999-00,51,NBA,HOU,82,34,48,0.415,-7,6,,,,,
Rudy Tomjanovich,2000-01,52,NBA,HOU,82,45,37,0.549,4,5,,,,,
Rudy Tomjanovich,2001-02,53,NBA,HOU,82,28,54,0.341,-13,5,,,,,
Rudy Tomjanovich,2002-03,54,NBA,HOU,82,43,39,0.524,2,5,,,,,
Rudy Tomjanovich,2004-05,56,NBA,LAL,43,24,19,0.558,2.5,4,,,,,
Gene Tormohlen,1975-76,38,NBA,ATL,8,1,7,0.125,-3,5,,,,,
Jay Triano,2008-09,,NBA,TOR,65,25,40,0.385,-7.5,4,,,,,
Jay Triano,2009-10,,NBA,TOR,82,40,42,0.488,-1,2,,,,,
Jay Triano,2010-11,,NBA,TOR,82,22,60,0.268,-19,5,,,,,
Wes Unseld,1987-88,41,NBA,WSB,55,30,25,0.545,2.5,2,5,2,3,0.4,
Wes Unseld,1988-89,42,NBA,WSB,82,40,42,0.488,-1,4,,,,,
Wes Unseld,1989-90,43,NBA,WSB,82,31,51,0.378,-10,4,,,,,
Wes Unseld,1990-91,44,NBA,WSB,82,30,52,0.366,-11,4,,,,,
Wes Unseld,1991-92,45,NBA,WSB,82,25,57,0.305,-16,6,,,,,
Wes Unseld,1992-93,46,NBA,WSB,82,22,60,0.268,-19,7,,,,,
Wes Unseld,1993-94,47,NBA,WSB,82,24,58,0.293,-17,7,,,,,
Dick Van Arsdale,1986-87,43,NBA,PHO,26,14,12,0.538,1,5,,,,,
Butch Van Breda Kolff,1967-68,45,NBA,LAL,82,52,30,0.634,11,2,15,10,5,0.667,
Butch Van Breda Kolff,1968-69,46,NBA,LAL,82,55,27,0.671,14,1,18,11,7,0.611,
Butch Van Breda Kolff,1969-70,47,NBA,DET,82,31,51,0.378,-10,7,,,,,
Butch Van Breda Kolff,1970-71,48,NBA,DET,82,45,37,0.549,4,4,,,,,
Butch Van Breda Kolff,1971-72,49,NBA,DET,10,6,4,0.6,1,4,,,,,
Butch Van Breda Kolff,1972-73,50,NBA,PHO,7,3,4,0.429,-0.5,3,,,,,
Butch Van Breda Kolff,1973-74,51,ABA,MMT,84,21,63,0.25,-21,5,,,,,
Butch Van Breda Kolff,1974-75,52,NBA,NOJ,66,22,44,0.333,-11,5,,,,,
Butch Van Breda Kolff,1975-76,53,NBA,NOJ,82,38,44,0.463,-3,4,,,,,
Butch Van Breda Kolff,1976-77,54,NBA,NOJ,26,14,12,0.538,1,5,,,,,
Jeff Van Gundy,1995-96,34,NBA,NYK,23,13,10,0.565,1.5,2,8,4,4,0.5,
Jeff Van Gundy,1996-97,35,NBA,NYK,82,57,25,0.695,16,2,10,6,4,0.6,
Jeff Van Gundy,1997-98,36,NBA,NYK,82,43,39,0.524,2,2,10,4,6,0.4,
Jeff Van Gundy,1998-99,37,NBA,NYK,50,27,23,0.54,2,4,20,12,8,0.6,EC Champions
Jeff Van Gundy,1999-00,38,NBA,NYK,82,50,32,0.61,9,2,16,9,7,0.563,
Jeff Van Gundy,2000-01,39,NBA,NYK,82,48,34,0.585,7,3,5,2,3,0.4,
Jeff Van Gundy,2001-02,40,NBA,NYK,19,10,9,0.526,0.5,7,,,,,
Jeff Van Gundy,2003-04,42,NBA,HOU,82,45,37,0.549,4,5,5,1,4,0.2,
Jeff Van Gundy,2004-05,43,NBA,HOU,82,51,31,0.622,10,3,7,3,4,0.429,
Jeff Van Gundy,2005-06,44,NBA,HOU,82,34,48,0.415,-7,5,,,,,
Jeff Van Gundy,2006-07,45,NBA,HOU,82,52,30,0.634,11,3,7,3,4,0.429,
Stan Van Gundy,2003-04,44,NBA,MIA,82,42,40,0.512,1,2,13,6,7,0.462,
Stan Van Gundy,2004-05,45,NBA,MIA,82,59,23,0.72,18,1,15,11,4,0.733,
Stan Van Gundy,2005-06,46,NBA,MIA,21,11,10,0.524,0.5,1,,,,,
Stan Van Gundy,2007-08,48,NBA,ORL,82,52,30,0.634,11,1,10,5,5,0.5,
Stan Van Gundy,2008-09,49,NBA,ORL,82,59,23,0.72,18,1,24,13,11,0.542,EC Champions
Stan Van Gundy,2009-10,50,NBA,ORL,82,59,23,0.72,18,1,14,10,4,0.714,
Stan Van Gundy,2010-11,51,NBA,ORL,82,52,30,0.634,11,2,6,2,4,0.333,
Stan Van Gundy,2011-12,52,NBA,ORL,66,37,29,0.561,4,3,5,1,4,0.2,
Stan Van Gundy,2014-15,55,NBA,DET,82,32,50,0.39,-9,5,0,0,0,,
Stan Van Gundy,2015-16,56,NBA,DET,82,44,38,0.537,3,3,4,0,4,0,
Kiki Vandeweghe,2009-10,51,NBA,NJN,64,12,52,0.188,-20,5,,,,,
Jacque Vaughn,2012-13,37,NBA,ORL,82,20,62,0.244,-21,5,0,0,0,,
Jacque Vaughn,2013-14,38,NBA,ORL,82,23,59,0.28,-18,5,0,0,0,,
Jacque Vaughn,2014-15,39,NBA,ORL,52,15,37,0.288,-11,5,0,0,0,,
Dick Versace,1988-89,,NBA,IND,53,22,31,0.415,-4.5,6,,,,,
Dick Versace,1989-90,,NBA,IND,82,42,40,0.512,1,5,3,0,3,0,
Dick Versace,1990-91,,NBA,IND,25,9,16,0.36,-3.5,5,,,,,
Sam Vincent,2007-08,44,NBA,CHA,82,32,50,0.39,-9,4,,,,,
Dick Vitale,1978-79,39,NBA,DET,82,30,52,0.366,-11,4,,,,,
Dick Vitale,1979-80,40,NBA,DET,12,4,8,0.333,-2,6,,,,,
Frank Vogel,2010-11,37,NBA,IND,38,20,18,0.526,1,2,5,1,4,0.2,
Frank Vogel,2011-12,38,NBA,IND,66,42,24,0.636,9,2,11,6,5,0.545,
Frank Vogel,2012-13,39,NBA,IND,81,49,32,0.605,8.5,1,19,11,8,0.579,
Frank Vogel,2013-14,40,NBA,IND,82,56,26,0.683,15,1,19,10,9,0.526,
Frank Vogel,2014-15,41,NBA,IND,82,38,44,0.463,-3,4,0,0,0,,
Frank Vogel,2015-16,42,NBA,IND,82,45,37,0.549,4,2,7,3,4,0.429,
Darrell Walker,1996-97,35,NBA,TOR,82,30,52,0.366,-11,8,,,,,
Darrell Walker,1997-98,36,NBA,TOR,49,11,38,0.224,-13.5,8,,,,,
Darrell Walker,1999-00,38,NBA,WAS,38,15,23,0.395,-4,7,,,,,
Donnie Walsh,1978-79,37,NBA,DEN,29,19,10,0.655,4.5,2,3,1,2,0.333,
Donnie Walsh,1979-80,38,NBA,DEN,82,30,52,0.366,-11,3,,,,,
Donnie Walsh,1980-81,39,NBA,DEN,31,11,20,0.355,-4.5,4,,,,,
Bobby Wanzer,1955-56,34,NBA,ROC,72,31,41,0.431,-5,4,,,,,
Bobby Wanzer,1956-57,35,NBA,ROC,72,31,41,0.431,-5,4,,,,,
Bobby Wanzer,1957-58,36,NBA,CIN,72,33,39,0.458,-3,3,2,0,2,0,
Bobby Wanzer,1958-59,37,NBA,CIN,18,3,15,0.167,-6,4,,,,,
Earl Watson,2015-16,36,NBA,PHO,33,9,24,0.273,-7.5,4,0,0,0,,
Jim Weaver,1968-69,,ABA,HSM,66,20,46,0.303,-13,6,,,,,
Bob Weiss,1986-87,44,NBA,SAS,82,28,54,0.341,-13,6,,,,,
Bob Weiss,1987-88,45,NBA,SAS,82,31,51,0.378,-10,5,3,0,3,0,
Bob Weiss,1990-91,48,NBA,ATL,82,43,39,0.524,2,4,5,2,3,0.4,
Bob Weiss,1991-92,49,NBA,ATL,82,38,44,0.463,-3,5,,,,,
Bob Weiss,1992-93,50,NBA,ATL,82,43,39,0.524,2,4,3,0,3,0,
Bob Weiss,1993-94,51,NBA,LAC,82,27,55,0.329,-14,7,,,,,
Bob Weiss,2005-06,63,NBA,SEA,30,13,17,0.433,-2,3,,,,,
Jerry West,1976-77,38,NBA,LAL,82,53,29,0.646,12,1,11,4,7,0.364,
Jerry West,1977-78,39,NBA,LAL,82,45,37,0.549,4,4,3,1,2,0.333,
Jerry West,1978-79,40,NBA,LAL,82,47,35,0.573,6,3,8,3,5,0.375,
Paul Westhead,1979-80,40,NBA,LAL,68,50,18,0.735,16,1,16,12,4,0.75,NBA Champions
Paul Westhead,1980-81,41,NBA,LAL,82,54,28,0.659,13,2,3,1,2,0.333,
Paul Westhead,1981-82,42,NBA,LAL,11,7,4,0.636,1.5,1,,,,,
Paul Westhead,1982-83,43,NBA,CHI,82,28,54,0.341,-13,4,,,,,
Paul Westhead,1990-91,51,NBA,DEN,82,20,62,0.244,-21,7,,,,,
Paul Westhead,1991-92,52,NBA,DEN,82,24,58,0.293,-17,4,,,,,
Paul Westphal,1992-93,42,NBA,PHO,82,62,20,0.756,21,1,24,13,11,0.542,WC Champions
Paul Westphal,1993-94,43,NBA,PHO,82,56,26,0.683,15,2,10,6,4,0.6,
Paul Westphal,1994-95,44,NBA,PHO,82,59,23,0.72,18,1,10,6,4,0.6,
Paul Westphal,1995-96,45,NBA,PHO,33,14,19,0.424,-2.5,4,,,,,
Paul Westphal,1998-99,48,NBA,SEA,50,25,25,0.5,0,5,,,,,
Paul Westphal,1999-00,49,NBA,SEA,82,45,37,0.549,4,4,5,2,3,0.4,
Paul Westphal,2000-01,50,NBA,SEA,15,6,9,0.4,-1.5,5,,,,,
Paul Westphal,2009-10,59,NBA,SAC,82,25,57,0.305,-16,5,,,,,
Paul Westphal,2010-11,60,NBA,SAC,82,24,58,0.293,-17,5,,,,,
Paul Westphal,2011-12,61,NBA,SAC,7,2,5,0.286,-1.5,5,,,,,
John Wetzel,1987-88,43,NBA,PHO,82,28,54,0.341,-13,4,,,,,
Lenny Wilkens,1969-70,32,NBA,SEA,82,36,46,0.439,-5,5,,,,,
Lenny Wilkens,1970-71,33,NBA,SEA,82,38,44,0.463,-3,4,,,,,
Lenny Wilkens,1971-72,34,NBA,SEA,82,47,35,0.573,6,3,,,,,
Lenny Wilkens,1974-75,37,NBA,POR,82,38,44,0.463,-3,3,,,,,
Lenny Wilkens,1975-76,38,NBA,POR,82,37,45,0.451,-4,5,,,,,
Lenny Wilkens,1977-78,40,NBA,SEA,60,42,18,0.7,12,3,22,13,9,0.591,WC Champions
Lenny Wilkens,1978-79,41,NBA,SEA,82,52,30,0.634,11,1,17,12,5,0.706,NBA Champions
Lenny Wilkens,1979-80,42,NBA,SEA,82,56,26,0.683,15,2,15,7,8,0.467,
Lenny Wilkens,1980-81,43,NBA,SEA,82,34,48,0.415,-7,6,,,,,
Lenny Wilkens,1981-82,44,NBA,SEA,82,52,30,0.634,11,2,8,3,5,0.375,
Lenny Wilkens,1982-83,45,NBA,SEA,82,48,34,0.585,7,3,2,0,2,0,
Lenny Wilkens,1983-84,46,NBA,SEA,82,42,40,0.512,1,3,5,2,3,0.4,
Lenny Wilkens,1984-85,47,NBA,SEA,82,31,51,0.378,-10,4,,,,,
Lenny Wilkens,1986-87,49,NBA,CLE,82,31,51,0.378,-10,6,,,,,
Lenny Wilkens,1987-88,50,NBA,CLE,82,42,40,0.512,1,5,5,2,3,0.4,
Lenny Wilkens,1988-89,51,NBA,CLE,82,57,25,0.695,16,2,5,2,3,0.4,
Lenny Wilkens,1989-90,52,NBA,CLE,82,42,40,0.512,1,4,5,2,3,0.4,
Lenny Wilkens,1990-91,53,NBA,CLE,82,33,49,0.402,-8,6,,,,,
Lenny Wilkens,1991-92,54,NBA,CLE,82,57,25,0.695,16,2,17,9,8,0.529,
Lenny Wilkens,1992-93,55,NBA,CLE,82,54,28,0.659,13,2,9,3,6,0.333,
Lenny Wilkens,1993-94,56,NBA,ATL,82,57,25,0.695,16,1,11,5,6,0.455,
Lenny Wilkens,1994-95,57,NBA,ATL,82,42,40,0.512,1,5,3,0,3,0,
Lenny Wilkens,1995-96,58,NBA,ATL,82,46,36,0.561,5,4,10,4,6,0.4,
Lenny Wilkens,1996-97,59,NBA,ATL,82,56,26,0.683,15,2,10,4,6,0.4,
Lenny Wilkens,1997-98,60,NBA,ATL,82,50,32,0.61,9,4,4,1,3,0.25,
Lenny Wilkens,1998-99,61,NBA,ATL,50,31,19,0.62,6,2,9,3,6,0.333,
Lenny Wilkens,1999-00,62,NBA,ATL,82,28,54,0.341,-13,7,,,,,
Lenny Wilkens,2000-01,63,NBA,TOR,82,47,35,0.573,6,2,12,6,6,0.5,
Lenny Wilkens,2001-02,64,NBA,TOR,82,42,40,0.512,1,3,5,2,3,0.4,
Lenny Wilkens,2002-03,65,NBA,TOR,82,24,58,0.293,-17,7,,,,,
Lenny Wilkens,2003-04,66,NBA,NYK,42,23,19,0.548,2,3,4,0,4,0,
Lenny Wilkens,2004-05,67,NBA,NYK,39,17,22,0.436,-2.5,5,,,,,
Herb Williams,2003-04,45,NBA,NYK,1,1,0,1,0.5,3,,,,,
Herb Williams,2004-05,46,NBA,NYK,43,16,27,0.372,-5.5,5,,,,,
Max Williams,1969-70,,ABA,DLC,41,23,18,0.561,2.5,2,6,2,4,0.333,
Max Williams,1970-71,,ABA,TEX,19,5,14,0.263,-4.5,4,,,,,
Monty Williams,2010-11,39,NBA,NOH,82,46,36,0.561,5,3,6,2,4,0.333,
Monty Williams,2011-12,40,NBA,NOH,66,21,45,0.318,-12,5,0,0,0,,
Monty Williams,2012-13,41,NBA,NOH,82,27,55,0.329,-14,5,0,0,0,,
Monty Williams,2013-14,42,NBA,NOP,82,34,48,0.415,-7,5,0,0,0,,
Monty Williams,2014-15,43,NBA,NOP,82,45,37,0.549,4,5,4,0,4,0,
Tex Winter,1971-72,,NBA,HOU,82,34,48,0.415,-7,4,,,,,
Tex Winter,1972-73,,NBA,HOU,47,17,30,0.362,-6.5,3,,,,,
Brian Winters,1995-96,43,NBA,VAN,82,15,67,0.183,-26,7,,,,,
Brian Winters,1996-97,44,NBA,VAN,43,8,35,0.186,-13.5,7,,,,,
Brian Winters,2001-02,49,NBA,GSW,59,13,46,0.22,-16.5,7,,,,,
Randy Wittman,1999-00,40,NBA,CLE,82,32,50,0.39,-9,6,,,,,
Randy Wittman,2000-01,41,NBA,CLE,82,30,52,0.366,-11,6,,,,,
Randy Wittman,2006-07,47,NBA,MIN,42,12,30,0.286,-9,4,,,,,
Randy Wittman,2007-08,48,NBA,MIN,82,22,60,0.268,-19,4,,,,,
Randy Wittman,2008-09,49,NBA,MIN,19,4,15,0.211,-5.5,4,,,,,
Randy Wittman,2011-12,52,NBA,WAS,49,18,31,0.367,-6.5,4,0,0,0,,
Randy Wittman,2012-13,53,NBA,WAS,82,29,53,0.354,-12,3,0,0,0,,
Randy Wittman,2013-14,54,NBA,WAS,82,44,38,0.537,3,2,11,6,5,0.545,
Randy Wittman,2014-15,55,NBA,WAS,82,46,36,0.561,5,2,10,6,4,0.6,
Randy Wittman,2015-16,56,NBA,WAS,82,41,41,0.5,0,4,0,0,0,,
Dave Wohl,1985-86,36,NBA,NJN,82,39,43,0.476,-2,4,3,0,3,0,
Dave Wohl,1986-87,37,NBA,NJN,82,24,58,0.293,-17,4,,,,,
Dave Wohl,1987-88,38,NBA,NJN,15,2,13,0.133,-5.5,5,,,,,
Charles Wolf,1960-61,,NBA,CIN,79,33,46,0.418,-6.5,4,,,,,
Charles Wolf,1961-62,,NBA,CIN,80,43,37,0.538,3,2,4,1,3,0.25,
Charles Wolf,1962-63,,NBA,CIN,80,42,38,0.525,2,3,12,6,6,0.5,
Charles Wolf,1963-64,,NBA,DET,80,23,57,0.288,-17,5,,,,,
Charles Wolf,1964-65,,NBA,DET,11,2,9,0.182,-3.5,4,,,,,
Mike Woodson,2004-05,46,NBA,ATL,82,13,69,0.159,-28,5,,,,,
Mike Woodson,2005-06,47,NBA,ATL,82,26,56,0.317,-15,5,,,,,
Mike Woodson,2006-07,48,NBA,ATL,82,30,52,0.366,-11,5,,,,,
Mike Woodson,2007-08,49,NBA,ATL,82,37,45,0.451,-4,3,7,3,4,0.429,
Mike Woodson,2008-09,50,NBA,ATL,82,47,35,0.573,6,2,11,4,7,0.364,
Mike Woodson,2009-10,51,NBA,ATL,82,53,29,0.646,12,2,11,4,7,0.364,
Mike Woodson,2011-12,53,NBA,NYK,24,18,6,0.75,6,2,5,1,4,0.2,
Mike Woodson,2012-13,54,NBA,NYK,82,54,28,0.659,13,1,12,6,6,0.5,
Mike Woodson,2013-14,55,NBA,NYK,82,37,45,0.451,-4,3,0,0,0,,
Draff Young,1973-74,,NBA,KCO,4,0,4,0,-2,4,,,,,
Verl Young,1968-69,,ABA,MNP,33,10,23,0.303,-6.5,4,7,3,4,0.429,
Max Zaslofsky,1967-68,42,ABA,NJA,78,36,42,0.462,-3,5,,,,,
Max Zaslofsky,1968-69,43,ABA,NYA,78,17,61,0.218,-22,5,,,,,
