Name,Season,Age,Lg,Tm,RS_G,RS_W,RS_L,RS_W/L%,RS_W > .500,Finish,PS_G,PS_W,PS_L,PS_W/L%,Notes
Rick Adelman,1988-89,42,NBA,POR,35,14,21,0.4,-3.5,5,3,0,3,0,
Rick Adelman,1989-90,43,NBA,POR,82,59,23,0.72,18,2,21,12,9,0.571,WC Champions
Rick Adelman,1990-91,44,NBA,POR,82,63,19,0.768,22,1,16,9,7,0.563,
Rick Adelman,1991-92,45,NBA,POR,82,57,25,0.695,16,1,21,13,8,0.619,WC Champions
Rick Adelman,1992-93,46,NBA,POR,82,51,31,0.622,10,3,4,1,3,0.25,
Rick Adelman,1993-94,47,NBA,POR,82,47,35,0.573,6,4,4,1,3,0.25,
Rick Adelman,1995-96,49,NBA,GSW,82,36,46,0.439,-5,6,,,,,
Rick Adelman,1996-97,50,NBA,GSW,82,30,52,0.366,-11,7,,,,,
Rick Adelman,1998-99,52,NBA,SAC,50,27,23,0.54,2,4,5,2,3,0.4,
Rick Adelman,1999-00,53,NBA,SAC,82,44,38,0.537,3,5,5,2,3,0.4,
Rick Adelman,2000-01,54,NBA,SAC,82,55,27,0.671,14,2,8,3,5,0.375,
Rick Adelman,2001-02,55,NBA,SAC,82,61,21,0.744,20,1,16,10,6,0.625,
Rick Adelman,2002-03,56,NBA,SAC,82,59,23,0.72,18,1,12,7,5,0.583,
Rick Adelman,2003-04,57,NBA,SAC,82,55,27,0.671,14,2,12,7,5,0.583,
Rick Adelman,2004-05,58,NBA,SAC,82,50,32,0.61,9,2,5,1,4,0.2,
Rick Adelman,2005-06,59,NBA,SAC,82,44,38,0.537,3,4,6,2,4,0.333,
Rick Adelman,2006-07,61,NBA,HOU,82,55,27,0.671,14,3,6,2,4,0.333,
Rick Adelman,2007-08,62,NBA,HOU,82,53,29,0.646,12,2,13,7,6,0.538,
Rick Adelman,2008-09,63,NBA,HOU,82,42,40,0.512,1,3,,,,,
Rick Adelman,2010-11,64,NBA,HOU,82,43,39,0.524,2,5,,,,,
Rick Adelman,2011-12,65,NBA,MIN,66,26,40,0.394,-7,5,0,0,0,,
Rick Adelman,2012-13,66,NBA,MIN,82,31,51,0.378,-10,5,0,0,0,,
Rick Adelman,2013-14,67,NBA,MIN,82,40,42,0.488,-1,3,0,0,0,,
Richie Adubato,1979-80,42,NBA,DET,70,12,58,0.171,-23,6,,,,,
Richie Adubato,1989-90,52,NBA,DAL,71,42,29,0.592,6.5,3,3,0,3,0,
Richie Adubato,1990-91,53,NBA,DAL,82,28,54,0.341,-13,6,,,,,
Richie Adubato,1991-92,54,NBA,DAL,82,22,60,0.268,-19,5,,,,,
Richie Adubato,1992-93,55,NBA,DAL,29,2,27,0.069,-12.5,6,,,,,
Richie Adubato,1996-97,59,NBA,ORL,33,21,12,0.636,4.5,3,5,2,3,0.4,
Danny Ainge,1996-97,37,NBA,PHO,74,40,34,0.541,3,4,5,2,3,0.4,
Danny Ainge,1997-98,38,NBA,PHO,82,56,26,0.683,15,3,4,1,3,0.25,
Danny Ainge,1998-99,39,NBA,PHO,50,27,23,0.54,2,3,3,0,3,0,
Danny Ainge,1999-00,40,NBA,PHO,20,13,7,0.65,3,3,,,,,
Stan Albeck,1970-71,39,ABA,DNR,71,27,44,0.38,-8.5,5,,,,,
Stan Albeck,1979-80,48,NBA,CLE,82,37,45,0.451,-4,5,,,,,
Stan Albeck,1980-81,49,NBA,SAS,82,52,30,0.634,11,1,7,3,4,0.429,
Stan Albeck,1981-82,50,NBA,SAS,82,48,34,0.585,7,1,9,4,5,0.444,
Stan Albeck,1982-83,51,NBA,SAS,82,53,29,0.646,12,1,11,6,5,0.545,
Stan Albeck,1983-84,52,NBA,NJN,82,45,37,0.549,4,4,11,5,6,0.455,
Stan Albeck,1984-85,53,NBA,NJN,82,42,40,0.512,1,3,3,0,3,0,
Stan Albeck,1985-86,54,NBA,CHI,82,30,52,0.366,-11,4,3,0,3,0,
LaDell Andersen,1971-72,42,ABA,UTS,84,60,24,0.714,18,1,11,7,4,0.636,
LaDell Andersen,1972-73,43,ABA,UTS,84,55,29,0.655,13,1,10,6,4,0.6,
Jack Ankerson,1975-76,33,ABA,VIR,2,1,1,0.5,0,9,,,,,
Curly Armstrong,1948-49,30,BAA,FTW,54,22,32,0.407,-5,5,,,,,
Al Attles,1969-70,33,NBA,SFW,30,8,22,0.267,-7,6,,,,,
Al Attles,1970-71,34,NBA,SFW,82,41,41,0.5,0,2,5,1,4,0.2,
Al Attles,1971-72,35,NBA,GSW,82,51,31,0.622,10,2,5,1,4,0.2,
Al Attles,1972-73,36,NBA,GSW,82,47,35,0.573,6,2,11,5,6,0.455,
Al Attles,1973-74,37,NBA,GSW,82,44,38,0.537,3,2,,,,,
Al Attles,1974-75,38,NBA,GSW,82,48,34,0.585,7,1,17,12,5,0.706,NBA Champions
Al Attles,1975-76,39,NBA,GSW,82,59,23,0.72,18,1,13,7,6,0.538,
Al Attles,1976-77,40,NBA,GSW,82,46,36,0.561,5,3,10,5,5,0.5,
Al Attles,1977-78,41,NBA,GSW,82,43,39,0.524,2,5,,,,,
Al Attles,1978-79,42,NBA,GSW,82,38,44,0.463,-3,6,,,,,
Al Attles,1979-80,43,NBA,GSW,61,18,43,0.295,-12.5,6,,,,,
Al Attles,1980-81,44,NBA,GSW,82,39,43,0.476,-2,4,,,,,
Al Attles,1981-82,45,NBA,GSW,82,45,37,0.549,4,4,,,,,
Al Attles,1982-83,46,NBA,GSW,82,30,52,0.366,-11,5,,,,,
Red Auerbach,1946-47,29,BAA,WSC,60,49,11,0.817,19,1,6,2,4,0.333,
Red Auerbach,1947-48,30,BAA,WSC,48,28,20,0.583,4,4,,,,,
Red Auerbach,1948-49,31,BAA,WSC,60,38,22,0.633,8,1,11,6,5,0.545,
Red Auerbach,1949-50,32,NBA,TRI,57,28,29,0.491,-0.5,3,3,1,2,0.333,
Red Auerbach,1950-51,33,NBA,BOS,69,39,30,0.565,4.5,2,2,0,2,0,
Red Auerbach,1951-52,34,NBA,BOS,66,39,27,0.591,6,2,3,1,2,0.333,
Red Auerbach,1952-53,35,NBA,BOS,71,46,25,0.648,10.5,3,6,3,3,0.5,
Red Auerbach,1953-54,36,NBA,BOS,72,42,30,0.583,6,3,6,2,4,0.333,
Red Auerbach,1954-55,37,NBA,BOS,72,36,36,0.5,0,3,7,3,4,0.429,
Red Auerbach,1955-56,38,NBA,BOS,72,39,33,0.542,3,2,3,1,2,0.333,
Red Auerbach,1956-57,39,NBA,BOS,72,44,28,0.611,8,1,10,7,3,0.7,NBA Champions
Red Auerbach,1957-58,40,NBA,BOS,72,49,23,0.681,13,1,11,6,5,0.545,
Red Auerbach,1958-59,41,NBA,BOS,72,52,20,0.722,16,1,11,8,3,0.727,NBA Champions
Red Auerbach,1959-60,42,NBA,BOS,75,59,16,0.787,21.5,1,13,8,5,0.615,NBA Champions
Red Auerbach,1960-61,43,NBA,BOS,79,57,22,0.722,17.5,1,10,8,2,0.8,NBA Champions
Red Auerbach,1961-62,44,NBA,BOS,80,60,20,0.75,20,1,14,8,6,0.571,NBA Champions
Red Auerbach,1962-63,45,NBA,BOS,80,58,22,0.725,18,1,13,8,5,0.615,NBA Champions
Red Auerbach,1963-64,46,NBA,BOS,80,59,21,0.738,19,1,10,8,2,0.8,NBA Champions
Red Auerbach,1964-65,47,NBA,BOS,80,62,18,0.775,22,1,12,8,4,0.667,NBA Champions
Red Auerbach,1965-66,48,NBA,BOS,80,54,26,0.675,14,2,17,11,6,0.647,NBA Champions
Randy Ayers,2003-04,47,NBA,PHI,52,21,31,0.404,-5,5,,,,,
Johnny Bach,1979-80,55,NBA,GSW,21,6,15,0.286,-4.5,6,,,,,
Johnny Bach,1983-84,59,NBA,GSW,82,37,45,0.451,-4,5,,,,,
Johnny Bach,1984-85,60,NBA,GSW,82,22,60,0.268,-19,6,,,,,
Johnny Bach,1985-86,61,NBA,GSW,82,30,52,0.366,-11,6,,,,,
Ed Badger,1976-77,44,NBA,CHI,82,44,38,0.537,3,3,3,1,2,0.333,
Ed Badger,1977-78,45,NBA,CHI,82,40,42,0.488,-1,3,,,,,
Cliff Barker,1949-50,29,NBA,INO,64,39,25,0.609,7,1,6,3,3,0.5,
Cliff Barker,1950-51,30,NBA,INO,56,24,32,0.429,-4,4,,,,,
Tony Barone,2006-07,60,NBA,MEM,52,16,36,0.308,-10,5,,,,,
Tom Barrise,2009-10,,NBA,NJN,2,0,2,0,-1,5,,,,,
Bob Bass,1967-68,39,ABA,DNR,78,45,33,0.577,6,3,5,2,3,0.4,
Bob Bass,1968-69,40,ABA,DNR,78,44,34,0.564,5,3,7,3,4,0.429,
Bob Bass,1970-71,42,ABA,FLO,36,19,17,0.528,1,4,6,2,4,0.333,
Bob Bass,1971-72,43,ABA,FLO,84,36,48,0.429,-6,4,4,0,4,0,
Bob Bass,1972-73,44,ABA,MMT,84,24,60,0.286,-18,5,,,,,
Bob Bass,1974-75,46,ABA,SAA,56,33,23,0.589,5,2,6,2,4,0.333,
Bob Bass,1975-76,47,ABA,SAA,84,50,34,0.595,8,3,7,3,4,0.429,
Bob Bass,1979-80,51,NBA,SAS,16,8,8,0.5,0,3,3,1,2,0.333,
Bob Bass,1983-84,55,NBA,SAS,51,26,25,0.51,0.5,5,,,,,
Bob Bass,1991-92,63,NBA,SAS,44,26,18,0.591,4,2,3,0,3,0,
Elgin Baylor,1974-75,40,NBA,NOJ,1,0,1,0,-0.5,5,,,,,
Elgin Baylor,1976-77,42,NBA,NOJ,56,21,35,0.375,-7,5,,,,,
Elgin Baylor,1977-78,43,NBA,NOJ,82,39,43,0.476,-2,5,,,,,
Elgin Baylor,1978-79,44,NBA,NOJ,82,26,56,0.317,-15,6,,,,,
Butch Beard,1994-95,47,NBA,NJN,82,30,52,0.366,-11,5,,,,,
Butch Beard,1995-96,48,NBA,NJN,82,30,52,0.366,-11,6,,,,,
Zelmo Beaty,1975-76,36,ABA,VIR,42,9,33,0.214,-12,9,,,,,
Clair Bee,1952-53,56,NBA,BLB,67,16,51,0.239,-17.5,4,2,0,2,0,
Clair Bee,1953-54,57,NBA,BLB,72,16,56,0.222,-20,5,,,,,
Joe Belmont,1969-70,35,ABA,DNR,56,42,14,0.75,14,1,12,5,7,0.417,
Joe Belmont,1970-71,36,ABA,DNR,13,3,10,0.231,-3.5,5,,,,,
Carl Bennett,1948-49,33,BAA,FTW,6,0,6,0,-3,5,,,,,
Bill Berry,2001-02,,NBA,CHI,2,0,2,0,-1,8,,,,,
Bill Bertka,1993-94,66,NBA,LAL,2,1,1,0.5,0,5,,,,,
Bill Bertka,1998-99,71,NBA,LAL,1,1,0,1,0.5,2,,,,,
Al Bianchi,1967-68,35,NBA,SEA,82,23,59,0.28,-18,5,,,,,
Al Bianchi,1968-69,36,NBA,SEA,82,30,52,0.366,-11,6,,,,,
Al Bianchi,1969-70,37,ABA,WSA,84,44,40,0.524,2,3,7,3,4,0.429,
Al Bianchi,1970-71,38,ABA,VIR,84,55,29,0.655,13,1,12,6,6,0.5,
Al Bianchi,1971-72,39,ABA,VIR,84,45,39,0.536,3,2,11,7,4,0.636,
Al Bianchi,1972-73,40,ABA,VIR,84,42,42,0.5,0,3,5,1,4,0.2,
Al Bianchi,1973-74,41,ABA,VIR,84,28,56,0.333,-14,4,5,1,4,0.2,
Al Bianchi,1974-75,42,ABA,VIR,84,15,69,0.179,-27,5,,,,,
Al Bianchi,1975-76,43,ABA,VIR,7,1,6,0.143,-2.5,9,,,,,
Bernie Bickerstaff,1985-86,41,NBA,SEA,82,31,51,0.378,-10,5,,,,,
Bernie Bickerstaff,1986-87,42,NBA,SEA,82,39,43,0.476,-2,4,14,7,7,0.5,
Bernie Bickerstaff,1987-88,43,NBA,SEA,82,44,38,0.537,3,3,5,2,3,0.4,
Bernie Bickerstaff,1988-89,44,NBA,SEA,82,47,35,0.573,6,3,8,3,5,0.375,
Bernie Bickerstaff,1989-90,45,NBA,SEA,82,41,41,0.5,0,4,,,,,
Bernie Bickerstaff,1994-95,50,NBA,DEN,32,20,12,0.625,4,4,3,0,3,0,
Bernie Bickerstaff,1995-96,51,NBA,DEN,82,35,47,0.427,-6,4,,,,,
Bernie Bickerstaff,1996-97,52,NBA,DEN,13,4,9,0.308,-2.5,5,,,,,
Bernie Bickerstaff,1996-97,52,NBA,WSB,35,22,13,0.629,4.5,4,3,0,3,0,
Bernie Bickerstaff,1997-98,53,NBA,WAS,82,42,40,0.512,1,4,,,,,
Bernie Bickerstaff,1998-99,54,NBA,WAS,32,13,19,0.406,-3,6,,,,,
Bernie Bickerstaff,2004-05,60,NBA,CHA,82,18,64,0.22,-23,4,,,,,
Bernie Bickerstaff,2005-06,61,NBA,CHA,82,26,56,0.317,-15,4,,,,,
Bernie Bickerstaff,2006-07,62,NBA,CHA,82,33,49,0.402,-8,4,,,,,
Bernie Bickerstaff,2012-13,68,NBA,LAL,5,4,1,0.8,1.5,3,,,,,
J.B. Bickerstaff,2015-16,36,NBA,HOU,71,37,34,0.521,1.5,4,5,1,4,0.2,
Mark Binstein,1971-72,,ABA,PTC,74,21,53,0.284,-16,6,,,,,
Paul Birch,1946-47,37,BAA,PIT,60,15,45,0.25,-15,5,,,,,
Paul Birch,1951-52,42,NBA,FTW,66,29,37,0.439,-4,4,2,0,2,0,
Paul Birch,1952-53,43,NBA,FTW,69,36,33,0.522,1.5,3,8,4,4,0.5,
Paul Birch,1953-54,44,NBA,FTW,72,40,32,0.556,4,3,4,0,4,0,
Larry Bird,1997-98,41,NBA,IND,82,58,24,0.707,17,2,16,10,6,0.625,
Larry Bird,1998-99,42,NBA,IND,50,33,17,0.66,8,1,13,9,4,0.692,
Larry Bird,1999-00,43,NBA,IND,82,56,26,0.683,15,1,23,13,10,0.565,EC Champions
Bill Blair,1982-83,40,NBA,NJN,6,2,4,0.333,-1,3,2,0,2,0,
Bill Blair,1994-95,52,NBA,MIN,82,21,61,0.256,-20,6,,,,,
Bill Blair,1995-96,53,NBA,MIN,20,6,14,0.3,-4,5,,,,,
Bill Blakeley,1970-71,36,ABA,TEX,65,25,40,0.385,-7.5,4,4,0,4,0,
David Blatt,2014-15,55,NBA,CLE,82,53,29,0.646,12,1,20,14,6,0.7,EC Champions
David Blatt,2015-16,56,NBA,CLE,41,30,11,0.732,9.5,1,0,0,0,,
Harold Blitman,1969-70,39,ABA,MMF,64,18,46,0.281,-14,6,,,,,
Harold Blitman,1970-71,40,ABA,FLO,48,18,30,0.375,-6,4,,,,,
James Borrego,2014-15,,NBA,ORL,30,10,20,0.333,-5,5,0,0,0,,
Vince Boryla,1955-56,28,NBA,NYK,21,9,12,0.429,-1.5,4,,,,,
Vince Boryla,1956-57,29,NBA,NYK,72,36,36,0.5,0,4,,,,,
Vince Boryla,1957-58,30,NBA,NYK,72,35,37,0.486,-1,4,,,,,
Jeff Bower,2009-10,48,NBA,NOH,73,34,39,0.466,-2.5,5,,,,,
Jim Boylan,2007-08,,NBA,CHI,56,24,32,0.429,-4,4,,,,,
Jim Boylan,2012-13,,NBA,MIL,50,22,28,0.44,-3,3,4,0,4,0,
Carl Braun,1959-60,32,NBA,NYK,48,19,29,0.396,-5,4,,,,,
Carl Braun,1960-61,33,NBA,NYK,79,21,58,0.266,-18.5,4,,,,,
Al Brightman,1967-68,44,ABA,ANA,36,12,24,0.333,-6,5,,,,,
Allan Bristow,1991-92,40,NBA,CHH,82,31,51,0.378,-10,7,,,,,
Allan Bristow,1992-93,41,NBA,CHH,82,44,38,0.537,3,3,9,4,5,0.444,
Allan Bristow,1993-94,42,NBA,CHH,82,41,41,0.5,0,5,,,,,
Allan Bristow,1994-95,43,NBA,CHH,82,50,32,0.61,9,2,4,1,3,0.25,
Allan Bristow,1995-96,44,NBA,CHH,82,41,41,0.5,0,6,,,,,
Scott Brooks,2008-09,43,NBA,OKC,69,22,47,0.319,-12.5,5,,,,,
Scott Brooks,2009-10,44,NBA,OKC,82,50,32,0.61,9,4,6,2,4,0.333,
Scott Brooks,2010-11,45,NBA,OKC,82,55,27,0.671,14,1,17,9,8,0.529,
Scott Brooks,2011-12,46,NBA,OKC,66,47,19,0.712,14,1,20,13,7,0.65,WC Champions
Scott Brooks,2012-13,47,NBA,OKC,82,60,22,0.732,19,1,11,5,6,0.455,
Scott Brooks,2013-14,48,NBA,OKC,82,59,23,0.72,18,1,19,10,9,0.526,
Scott Brooks,2014-15,49,NBA,OKC,82,45,37,0.549,4,2,0,0,0,,
Jim Brovelli,1998-99,56,NBA,WAS,18,5,13,0.278,-4,6,,,,,
Brett Brown,2013-14,,NBA,PHI,82,19,63,0.232,-22,5,0,0,0,,
Brett Brown,2014-15,,NBA,PHI,82,18,64,0.22,-23,4,0,0,0,,
Brett Brown,2015-16,,NBA,PHI,82,10,72,0.122,-31,5,0,0,0,,
Dave Brown,1972-73,,ABA,DLC,12,4,8,0.333,-2,5,,,,,
Herb Brown,1975-76,39,NBA,DET,40,19,21,0.475,-1,2,9,4,5,0.444,
Herb Brown,1976-77,40,NBA,DET,82,44,38,0.537,3,2,3,1,2,0.333,
Herb Brown,1977-78,41,NBA,DET,24,9,15,0.375,-3,4,,,,,
Hubie Brown,1974-75,41,ABA,KEN,84,58,26,0.69,16,1,15,12,3,0.8,ABA Champions
Hubie Brown,1975-76,42,ABA,KEN,84,46,38,0.548,4,4,10,5,5,0.5,
Hubie Brown,1976-77,43,NBA,ATL,82,31,51,0.378,-10,6,,,,,
Hubie Brown,1977-78,44,NBA,ATL,82,41,41,0.5,0,4,2,0,2,0,
Hubie Brown,1978-79,45,NBA,ATL,82,46,36,0.561,5,3,9,5,4,0.556,
Hubie Brown,1979-80,46,NBA,ATL,82,50,32,0.61,9,1,5,1,4,0.2,
Hubie Brown,1980-81,47,NBA,ATL,79,31,48,0.392,-8.5,4,,,,,
Hubie Brown,1982-83,49,NBA,NYK,82,44,38,0.537,3,4,6,2,4,0.333,
Hubie Brown,1983-84,50,NBA,NYK,82,47,35,0.573,6,3,12,6,6,0.5,
Hubie Brown,1984-85,51,NBA,NYK,82,24,58,0.293,-17,5,,,,,
Hubie Brown,1985-86,52,NBA,NYK,82,23,59,0.28,-18,5,,,,,
Hubie Brown,1986-87,53,NBA,NYK,16,4,12,0.25,-4,5,,,,,
Hubie Brown,2002-03,69,NBA,MEM,74,28,46,0.378,-9,6,,,,,
Hubie Brown,2003-04,70,NBA,MEM,82,50,32,0.61,9,4,4,0,4,0,
Hubie Brown,2004-05,71,NBA,MEM,12,5,7,0.417,-1,4,,,,,
Larry Brown,1972-73,32,ABA,CAR,84,57,27,0.679,15,1,12,7,5,0.583,
Larry Brown,1973-74,33,ABA,CAR,84,47,37,0.56,5,3,4,0,4,0,
Larry Brown,1974-75,34,ABA,DNA,84,65,19,0.774,23,1,13,7,6,0.538,
Larry Brown,1975-76,35,ABA,DNA,84,60,24,0.714,18,1,13,6,7,0.462,
Larry Brown,1976-77,36,NBA,DEN,82,50,32,0.61,9,1,6,2,4,0.333,
Larry Brown,1977-78,37,NBA,DEN,82,48,34,0.585,7,1,13,6,7,0.462,
Larry Brown,1978-79,38,NBA,DEN,53,28,25,0.528,1.5,2,,,,,
Larry Brown,1981-82,41,NBA,NJN,82,44,38,0.537,3,3,2,0,2,0,
Larry Brown,1982-83,42,NBA,NJN,76,47,29,0.618,9,3,,,,,
Larry Brown,1988-89,48,NBA,SAS,82,21,61,0.256,-20,5,,,,,
Larry Brown,1989-90,49,NBA,SAS,82,56,26,0.683,15,1,10,6,4,0.6,
Larry Brown,1990-91,50,NBA,SAS,82,55,27,0.671,14,1,4,1,3,0.25,
Larry Brown,1991-92,51,NBA,SAS,38,21,17,0.553,2,2,,,,,
Larry Brown,1991-92,51,NBA,LAC,35,23,12,0.657,5.5,5,5,2,3,0.4,
Larry Brown,1992-93,52,NBA,LAC,82,41,41,0.5,0,4,5,2,3,0.4,
Larry Brown,1993-94,53,NBA,IND,82,47,35,0.573,6,3,16,10,6,0.625,
Larry Brown,1994-95,54,NBA,IND,82,52,30,0.634,11,1,17,10,7,0.588,
Larry Brown,1995-96,55,NBA,IND,82,52,30,0.634,11,2,5,2,3,0.4,
Larry Brown,1996-97,56,NBA,IND,82,39,43,0.476,-2,6,,,,,
Larry Brown,1997-98,57,NBA,PHI,82,31,51,0.378,-10,7,,,,,
Larry Brown,1998-99,58,NBA,PHI,50,28,22,0.56,3,3,8,3,5,0.375,
Larry Brown,1999-00,59,NBA,PHI,82,49,33,0.598,8,3,10,5,5,0.5,
Larry Brown,2000-01,60,NBA,PHI,82,56,26,0.683,15,1,23,12,11,0.522,EC Champions
Larry Brown,2001-02,61,NBA,PHI,82,43,39,0.524,2,4,5,2,3,0.4,
Larry Brown,2002-03,62,NBA,PHI,82,48,34,0.585,7,2,12,6,6,0.5,
Larry Brown,2003-04,63,NBA,DET,82,54,28,0.659,13,2,23,16,7,0.696,NBA Champions
Larry Brown,2004-05,64,NBA,DET,82,54,28,0.659,13,1,25,15,10,0.6,EC Champions
Larry Brown,2005-06,65,NBA,NYK,82,23,59,0.28,-18,5,,,,,
Larry Brown,2008-09,68,NBA,CHA,82,35,47,0.427,-6,4,,,,,
Larry Brown,2009-10,69,NBA,CHA,82,44,38,0.537,3,4,4,0,4,0,
Larry Brown,2010-11,70,NBA,CHA,28,9,19,0.321,-5,4,,,,,
Mike Brown,2005-06,35,NBA,CLE,82,50,32,0.61,9,2,13,7,6,0.538,
Mike Brown,2006-07,36,NBA,CLE,82,50,32,0.61,9,2,20,12,8,0.6,EC Champions
Mike Brown,2007-08,37,NBA,CLE,82,45,37,0.549,4,2,13,7,6,0.538,
Mike Brown,2008-09,38,NBA,CLE,82,66,16,0.805,25,1,14,10,4,0.714,
Mike Brown,2009-10,39,NBA,CLE,82,61,21,0.744,20,1,11,6,5,0.545,
Mike Brown,2011-12,41,NBA,LAL,66,41,25,0.621,8,1,12,5,7,0.417,
Mike Brown,2012-13,42,NBA,LAL,5,1,4,0.2,-1.5,3,,,,,
Mike Brown,2013-14,43,NBA,CLE,82,33,49,0.402,-8,3,0,0,0,,
Tony Brown,2015-16,55,NBA,BRK,45,11,34,0.244,-11.5,4,0,0,0,,
Philip Brownstein,1948-49,42,BAA,CHS,11,10,1,0.909,4.5,3,,,,,
Philip Brownstein,1949-50,43,NBA,CHS,68,40,28,0.588,6,4,2,0,2,0,
Quinn Buckner,1993-94,39,NBA,DAL,82,13,69,0.159,-28,6,,,,,
Bucky Buckwalter,1972-73,39,NBA,SEA,37,13,24,0.351,-5.5,4,,,,,
Bucky Buckwalter,1974-75,41,ABA,UTS,56,24,32,0.429,-4,4,,,,,
Mike Budenholzer,2013-14,44,NBA,ATL,82,38,44,0.463,-3,4,7,3,4,0.429,
Mike Budenholzer,2014-15,45,NBA,ATL,82,60,22,0.732,19,1,16,8,8,0.5,
Mike Budenholzer,2015-16,46,NBA,ATL,82,48,34,0.585,7,2,10,4,6,0.4,
Walt Budko,1950-51,25,NBA,BLB,29,10,19,0.345,-4.5,5,,,,,
Donnie Butcher,1966-67,30,NBA,DET,8,2,6,0.25,-2,5,,,,,
Donnie Butcher,1967-68,31,NBA,DET,82,40,42,0.488,-1,4,6,2,4,0.333,
Donnie Butcher,1968-69,32,NBA,DET,22,10,12,0.455,-1,6,,,,,
Jeff Bzdelik,2002-03,50,NBA,DEN,82,17,65,0.207,-24,7,,,,,
Jeff Bzdelik,2003-04,51,NBA,DEN,82,43,39,0.524,2,6,5,1,4,0.2,
Jeff Bzdelik,2004-05,52,NBA,DEN,28,13,15,0.464,-1,2,,,,,
John Calipari,1996-97,37,NBA,NJN,82,26,56,0.317,-15,5,,,,,
John Calipari,1997-98,38,NBA,NJN,82,43,39,0.524,2,3,3,0,3,0,
John Calipari,1998-99,39,NBA,NJN,20,3,17,0.15,-7,7,,,,,
Mack Calvin,1975-76,28,ABA,VIR,6,0,6,0,-3,9,,,,,
Mack Calvin,1991-92,44,NBA,LAC,2,1,1,0.5,0,5,,,,,
Kaleb Canales,2011-12,,NBA,POR,23,8,15,0.348,-3.5,4,0,0,0,,
P.J. Carlesimo,1994-95,45,NBA,POR,82,44,38,0.537,3,4,3,0,3,0,
P.J. Carlesimo,1995-96,46,NBA,POR,82,44,38,0.537,3,3,5,2,3,0.4,
P.J. Carlesimo,1996-97,47,NBA,POR,82,49,33,0.598,8,3,4,1,3,0.25,
P.J. Carlesimo,1997-98,48,NBA,GSW,82,19,63,0.232,-22,6,,,,,
P.J. Carlesimo,1998-99,49,NBA,GSW,50,21,29,0.42,-4,6,,,,,
P.J. Carlesimo,1999-00,50,NBA,GSW,27,6,21,0.222,-7.5,6,,,,,
P.J. Carlesimo,2007-08,58,NBA,SEA,82,20,62,0.244,-21,5,,,,,
P.J. Carlesimo,2008-09,59,NBA,OKC,13,1,12,0.077,-5.5,5,,,,,
P.J. Carlesimo,2012-13,63,NBA,BRK,54,35,19,0.648,8,2,7,3,4,0.429,
Rick Carlisle,2001-02,42,NBA,DET,82,50,32,0.61,9,1,10,4,6,0.4,
Rick Carlisle,2002-03,43,NBA,DET,82,50,32,0.61,9,1,17,8,9,0.471,
Rick Carlisle,2003-04,44,NBA,IND,82,61,21,0.744,20,1,16,10,6,0.625,
Rick Carlisle,2004-05,45,NBA,IND,82,44,38,0.537,3,3,13,6,7,0.462,
Rick Carlisle,2005-06,46,NBA,IND,82,41,41,0.5,0,3,6,2,4,0.333,
Rick Carlisle,2006-07,47,NBA,IND,82,35,47,0.427,-6,4,,,,,
Rick Carlisle,2008-09,49,NBA,DAL,82,50,32,0.61,9,3,10,5,5,0.5,
Rick Carlisle,2009-10,50,NBA,DAL,82,55,27,0.671,14,1,6,2,4,0.333,
Rick Carlisle,2010-11,51,NBA,DAL,82,57,25,0.695,16,2,21,16,5,0.762,NBA Champions
Rick Carlisle,2011-12,52,NBA,DAL,66,36,30,0.545,3,3,4,0,4,0,
Rick Carlisle,2012-13,53,NBA,DAL,82,41,41,0.5,0,4,0,0,0,,
Rick Carlisle,2013-14,54,NBA,DAL,82,49,33,0.598,8,4,7,3,4,0.429,
Rick Carlisle,2014-15,55,NBA,DAL,82,50,32,0.61,9,4,5,1,4,0.2,
Rick Carlisle,2015-16,56,NBA,DAL,82,42,40,0.512,1,2,5,1,4,0.2,
Lou Carnesecca,1970-71,,ABA,NYA,84,40,44,0.476,-2,3,6,2,4,0.333,
Lou Carnesecca,1971-72,,ABA,NYA,84,44,40,0.524,2,3,19,10,9,0.526,
Lou Carnesecca,1972-73,,ABA,NYA,84,30,54,0.357,-12,4,5,1,4,0.2,
M.L. Carr,1995-96,45,NBA,BOS,82,33,49,0.402,-8,5,,,,,
M.L. Carr,1996-97,46,NBA,BOS,82,15,67,0.183,-26,7,,,,,
John Carroll,2003-04,,NBA,BOS,36,14,22,0.389,-4,4,4,0,4,0,
Butch Carter,1997-98,39,NBA,TOR,33,5,28,0.152,-11.5,8,,,,,
Butch Carter,1998-99,40,NBA,TOR,50,23,27,0.46,-2,6,,,,,
Butch Carter,1999-00,41,NBA,TOR,82,45,37,0.549,4,3,3,0,3,0,
Fred Carter,1992-93,47,NBA,PHI,26,7,19,0.269,-6,6,,,,,
Fred Carter,1993-94,48,NBA,PHI,82,25,57,0.305,-16,6,,,,,
Bill Cartwright,2001-02,44,NBA,CHI,55,17,38,0.309,-10.5,8,,,,,
Bill Cartwright,2002-03,45,NBA,CHI,82,30,52,0.366,-11,6,,,,,
Bill Cartwright,2003-04,46,NBA,CHI,14,4,10,0.286,-3,8,,,,,
Don Casey,1988-89,,NBA,LAC,44,11,33,0.25,-11,7,,,,,
Don Casey,1989-90,,NBA,LAC,82,30,52,0.366,-11,6,,,,,
